word,questionNo,paragraphNo,titleNo,count Repeat,question belongs to paragraph,question belongs to paragraph in title
imperialism applied,9816,0,44,1,0,44
applied western,9816,0,44,1,0,44
western countries,9816,16,5,1,0,44
term imperialism applied,9816,0,44,1,0,44
imperialism applied western,9816,0,44,1,0,44
rapid spread,9817,0,44,1,0,44
country power,9818,0,44,1,1,44
colonial rule,9819,1,44,1,1,44
would considered,9819,6,40,1,1,44
imperialism often,9820,4,44,1,1,44
informal imperialism,9821,1,44,1,1,44
two countries,9822,30,15,1,2,44
countries would,9822,15,13,1,2,44
general purpose,9824,2,44,1,2,44
controlled area,9825,2,44,1,2,44
formal informal,9826,1,44,1,2,44
formal informal imperialism,9826,2,44,1,2,44
amount land,9827,3,44,1,3,44
land country,9827,9,44,1,3,44
western imperialism,9828,10,44,1,3,44
suggested imperialism,9829,3,44,1,3,44
imperialism highest,9829,3,44,1,3,44
highest form,9829,3,44,1,3,44
form capitalism,9829,3,44,1,3,44
suggested imperialism highest,9829,3,44,1,3,44
imperialism highest form,9829,3,44,1,3,44
highest form capitalism,9829,3,44,1,3,44
would constitute,9830,65,3,1,3,44
financial reasons,9834,4,44,1,4,44
imperialism colonialism,9836,4,44,2,4,44
create empire,9839,5,44,1,5,44
colonialism core,9840,5,44,1,5,44
core meaning,9840,5,44,1,5,44
colonialism core meaning,9840,5,44,1,5,44
native populations,9841,45,46,1,5,44
controversial aspect,9842,6,44,1,6,44
aspect imperialism,9842,6,44,1,6,44
controversial aspect imperialism,9842,6,44,1,6,44
friedrich ratzel,9843,6,44,1,6,44
state survive,9843,6,44,1,6,44
develop world,9844,1,35,1,6,44
latin america,9846,9,24,1,6,44
halford mackinder,9848,6,44,1,7,44
imperialism country,9850,13,44,1,7,44
geographical societies,9851,7,44,1,7,44
societies europe,9851,7,44,1,7,44
geographical societies europe,9851,7,44,1,7,44
ellen churchill,9853,8,44,1,8,44
churchill semple,9853,8,44,1,8,44
fully human,9853,8,44,1,8,44
ellen churchill semple,9853,8,44,1,8,44
become fully human,9853,8,44,1,8,44
edward said,9854,0,44,1,8,44
geographical theories,9855,8,44,1,8,44
tropical climate,9855,1,37,1,8,44
british imperialism,9857,9,44,1,9,44
native inhabitants,9860,3,37,1,9,44
terra nullius,9861,9,44,2,9,44
nullius latin,9861,9,44,1,9,44
latin expression,9861,9,44,1,9,44
terra nullius latin,9861,9,44,1,9,44
nullius latin expression,9861,9,44,1,9,44
refers west,9862,10,44,1,10,44
west developed,9862,15,13,1,10,44
refers west developed,9862,10,44,1,10,44
early western,9863,10,44,1,10,44
bassett focuses,9867,11,44,1,11,44
illustrate idea,9867,11,44,1,11,44
blank spaces,9869,11,44,1,11,44
nineteenth century,9869,39,10,1,11,44
century maps,9869,11,44,1,11,44
nineteenth century maps,9869,11,44,1,11,44
many muslim,9874,6,43,1,12,44
muslim empires,9874,12,44,1,12,44
british empire,9875,0,28,1,12,44
ethiopian empire,9875,12,44,1,12,44
cultural imperialism,9878,13,44,1,13,44
often referred,9878,9,5,1,13,44
local elites,9880,13,44,1,13,44
fight cultural,9881,16,16,1,13,44
age imperialism,9882,14,44,2,14,44
practices existed,9884,14,44,1,14,44
policy china,9886,14,44,1,14,44
john gallagher,9887,15,44,1,15,44
ronald robinson,9888,15,44,1,15,44
global scale,9890,23,12,1,15,44
rich prosperous,9891,15,44,1,15,44
prior world,9891,43,11,1,15,44
prior world war,9891,43,11,1,15,44
european imperialism,9892,15,44,2,16,44
colonization india,9893,16,44,1,16,44
european empires,9894,3,44,1,16,44
military technology,9896,17,44,1,17,44
european chemists,9897,17,44,1,17,44
anglo zulu,9899,17,44,1,17,44
zulu war,9899,17,44,1,17,44
war 1879,9899,17,44,1,17,44
anglo zulu war,9899,17,44,1,17,44
zulu war 1879,9899,17,44,1,17,44
machine gun,9900,17,44,1,17,44
imperialism first,9902,2,44,1,18,44
correlation capitalism,9905,19,44,1,19,44
military political,9906,29,10,1,19,44
political complex,9906,19,44,1,19,44
military political complex,9906,19,44,1,19,44
joseph schumpeter,9907,19,44,1,19,44
norman angell,9907,19,44,1,19,44
hobson argued,9908,19,44,1,19,44
argued imperialism,9908,6,44,1,19,44
tropical environments,9912,8,44,1,20,44
europe first,9913,19,8,1,20,44
environmental determinism,9914,8,44,1,20,44
world could,9915,21,44,1,21,44
could split,9915,21,44,1,21,44
split climatic,9915,21,44,1,21,44
climatic zones,9915,21,44,1,21,44
world could split,9915,21,44,1,21,44
could split climatic,9915,21,44,1,21,44
split climatic zones,9915,21,44,1,21,44
geographic scholars,9919,21,44,1,21,44
britain imperialist,9920,22,44,1,22,44
british east,9921,9,37,1,22,44
east india,9921,4,10,1,22,44
india company,9921,4,10,1,22,44
british east india,9921,22,44,1,22,44
east india company,9921,4,10,1,22,44
india company established,9921,22,44,1,22,44
trading posts,9924,22,44,2,22,44
posts india,9924,22,44,2,22,44
trading posts india,9924,22,44,2,22,44
control algeria,9925,23,44,1,23,44
earnest rebuild,9926,23,44,1,23,44
french empire,9929,19,1,1,23,44
jules ferry,9930,24,44,1,24,44
higher races,9930,24,44,1,24,44
races duty,9930,24,44,1,24,44
charles de,9935,25,44,2,25,44
de gaulle,9935,25,44,2,25,44
gaulle free,9935,25,44,1,25,44
free french,9935,25,44,1,25,44
charles de gaulle,9935,25,44,2,25,44
de gaulle free,9935,25,44,1,25,44
gaulle free french,9935,25,44,1,25,44
france colonies,9939,25,44,1,25,44
north west,9942,8,23,1,26,44
celtic peoples,9943,26,44,1,26,44
otto von,9946,27,44,1,27,44
von bismarck,9946,27,44,1,27,44
otto von bismarck,9946,27,44,1,27,44
second german,9947,27,44,1,27,44
german empire,9947,26,44,1,27,44
second german empire,9947,27,44,1,27,44
caused dissolution,9948,27,44,1,27,44
dissolution holy,9948,27,44,1,27,44
caused dissolution holy,9948,27,44,1,27,44
dissolution holy roman,9948,27,44,1,27,44
germany central,9949,27,44,1,27,44
central interest,9949,27,44,1,27,44
germany central interest,9949,27,44,1,27,44
first german,9953,26,44,1,28,44
result russo,9955,29,44,1,29,44
russo japanese,9955,29,44,1,29,44
japanese war,9955,29,44,3,29,44
result russo japanese,9955,29,44,1,29,44
russo japanese war,9955,29,44,1,29,44
first sino,9956,29,44,1,29,44
sino japanese,9956,29,44,2,29,44
first sino japanese,9956,29,44,1,29,44
sino japanese war,9956,29,44,2,29,44
china japan,9958,1,23,1,29,44
supported post,9959,30,44,1,30,44
ii communist,9959,28,1,1,30,44
communist movements,9959,30,44,1,30,44
ii communist movements,9959,30,44,1,30,44
policy indigenization,9960,30,44,1,30,44
old tsarist,9962,30,44,1,30,44
russian empire,9963,19,1,1,30,44
highest stage,9965,18,44,1,31,44
stage capitalism,9965,18,44,1,31,44
imperialism highest stage,9965,18,44,1,31,44
highest stage capitalism,9965,18,44,1,31,44
argued ussr,9966,31,44,1,31,44
become imperialist,9966,31,44,1,31,44
imperialist power,9966,31,44,1,31,44
become imperialist power,9966,31,44,1,31,44
lenin death,9968,31,44,1,31,44
first british,9969,32,44,1,32,44
empire based,9969,32,44,1,32,44
first british empire,9969,32,44,1,32,44
british empire based,9969,32,44,1,32,44
colonies north,9970,33,10,1,32,44
colonies north america,9970,33,10,1,32,44
world trade,9971,30,15,1,32,44
spanish portuguese,9972,32,44,1,32,44
portuguese colonies,9972,32,44,1,32,44
spanish portuguese colonies,9972,32,44,1,32,44
defeat napoleonic,9973,32,44,1,32,44
napoleonic france,9973,32,44,1,32,44
defeat napoleonic france,9973,32,44,1,32,44
country largest,9974,4,7,1,33,44
largest empire,9974,33,44,1,33,44
sciences social,9975,33,44,1,33,44
social darwinism,9975,6,44,1,33,44
darwinism theories,9975,33,44,1,33,44
theories race,9975,33,44,1,33,44
sciences social darwinism,9975,33,44,1,33,44
social darwinism theories,9975,33,44,1,33,44
darwinism theories race,9975,33,44,1,33,44
rudyard kipling,9976,33,44,1,33,44
theodore roosevelt,9979,27,31,1,34,44
occupation philippines,9980,34,44,1,34,44
smedley butler,9982,34,44,1,34,44
director american,9983,35,44,1,35,44
american geographical,9983,35,44,1,35,44
geographical society,9983,7,44,1,35,44
society 1914,9983,35,44,1,35,44
director american geographical,9983,35,44,1,35,44
american geographical society,9983,35,44,1,35,44
geographical society 1914,9983,35,44,1,35,44
isiah bowman,9984,35,44,2,35,44
appointed president,9984,48,24,1,35,44
president wilson,9984,35,44,1,35,44
wilson inquiry,9984,35,44,1,35,44
woodrow wilson,9985,34,44,1,35,44
woodrow wilson inquiry,9986,35,44,1,35,44
known public,9987,21,30,1,35,44
empire powerful,9993,37,44,1,37,44
ottoman empire powerful,9993,37,44,1,37,44
three continents,9995,34,44,1,37,44
africa asia,9995,16,44,1,37,44
united methodist,10002,0,45,1,0,45
methodist church,10002,0,45,2,0,45
united methodist church,10002,0,45,1,0,45
church theological,10005,0,45,1,0,45
theological orientation,10005,0,45,1,0,45
church theological orientation,10005,0,45,1,0,45
largest denomination,10006,1,45,1,1,45
denomination within,10006,1,45,1,1,45
within wider,10006,1,45,1,1,45
wider methodist,10006,1,45,1,1,45
methodist movement,10006,1,45,1,1,45
largest denomination within,10006,1,45,1,1,45
denomination within wider,10006,1,45,1,1,45
within wider methodist,10006,1,45,1,1,45
wider methodist movement,10006,1,45,1,1,45
across world,10007,1,45,1,1,45
states umc,10008,1,45,1,1,45
umc ranks,10008,1,45,1,1,45
ranks largest,10008,1,45,1,1,45
united states umc,10008,1,45,1,1,45
states umc ranks,10008,1,45,1,1,45
umc ranks largest,10008,1,45,1,1,45
self identify,10009,1,45,1,1,45
movement would,10010,2,45,1,2,45
become united,10010,2,45,1,2,45
movement would become,10010,2,45,1,2,45
would become united,10010,2,45,1,2,45
become united methodist,10010,2,45,1,2,45
called methodists,10012,2,45,1,2,45
john charles,10013,0,45,1,3,45
charles wesley,10013,0,45,1,3,45
america teach,10013,3,45,1,3,45
teach gospel,10013,3,45,1,3,45
john charles wesley,10013,0,45,1,3,45
america teach gospel,10013,3,45,1,3,45
1735 john,10014,3,45,1,3,45
1735 john charles,10014,3,45,1,3,45
holy club,10016,2,45,1,3,45
methodists american,10017,4,45,1,4,45
american colonies,10017,19,10,1,4,45
methodists american colonies,10017,4,45,1,4,45
thomas coke,10018,4,45,1,4,45
baltimore christmas,10020,4,45,1,4,45
christmas conference,10020,4,45,1,4,45
conference 1784,10020,4,45,1,4,45
baltimore christmas conference,10020,4,45,1,4,45
christmas conference 1784,10020,4,45,1,4,45
considered mother,10021,4,45,1,4,45
mother church,10021,4,45,1,4,45
church american,10021,4,45,1,4,45
american methodism,10021,4,45,1,4,45
considered mother church,10021,4,45,1,4,45
mother church american,10021,4,45,1,4,45
church american methodism,10021,4,45,1,4,45
church located,10022,5,45,1,5,45
located corner,10022,5,45,1,5,45
corner 4th,10022,5,45,1,5,45
4th new,10022,5,45,1,5,45
new streets,10022,5,45,1,5,45
church located corner,10022,5,45,1,5,45
located corner 4th,10022,5,45,1,5,45
corner 4th new,10022,5,45,1,5,45
4th new streets,10022,5,45,1,5,45
oldest methodist,10023,5,45,1,5,45
church continuous,10023,5,45,1,5,45
continuous use,10023,5,45,1,5,45
use united,10023,5,45,1,5,45
oldest methodist church,10023,5,45,1,5,45
methodist church continuous,10023,5,45,1,5,45
church continuous use,10023,5,45,1,5,45
continuous use united,10023,5,45,1,5,45
use united states,10023,5,45,1,5,45
methodist episcopal,10026,4,45,1,5,45
church founded,10026,5,45,1,5,45
methodist episcopal church,10026,4,45,1,5,45
episcopal church founded,10026,5,45,1,5,45
became first,10027,18,0,1,6,45
first african,10027,6,45,1,6,45
americans ordained,10027,6,45,1,6,45
ordained methodist,10027,6,45,1,6,45
became first african,10027,6,45,1,6,45
first african americans,10027,6,45,1,6,45
african americans ordained,10027,6,45,1,6,45
americans ordained methodist,10027,6,45,1,6,45
ordained methodist church,10027,6,45,1,6,45
richard allen,10028,6,45,1,6,45
allen absalom,10028,6,45,1,6,45
absalom jones,10028,6,45,2,6,45
richard allen absalom,10028,6,45,1,6,45
allen absalom jones,10028,6,45,1,6,45
licensed st,10029,97,24,1,6,45
george church,10029,6,45,1,6,45
church year,10029,75,6,1,6,45
licensed st george,10029,6,45,1,6,45
st george church,10029,6,45,1,6,45
methodist protestant,10030,7,45,1,7,45
protestant church,10030,86,6,1,7,45
church split,10030,7,45,2,7,45
split methodist,10030,7,45,1,7,45
methodist protestant church,10030,7,45,1,7,45
protestant church split,10030,7,45,1,7,45
church split methodist,10030,7,45,1,7,45
split methodist episcopal,10030,7,45,1,7,45
conference methodist,10032,7,45,1,7,45
two conferences,10032,7,45,1,7,45
general conference methodist,10032,7,45,1,7,45
conference methodist episcopal,10032,7,45,1,7,45
episcopal church split,10032,7,45,1,7,45
church split two,10032,7,45,1,7,45
split two conferences,10032,7,45,1,7,45
church created,10034,8,45,1,8,45
methodist church created,10034,8,45,1,8,45
new denomination,10035,8,45,1,8,45
one man,10036,0,14,1,8,45
joined hands,10036,8,45,1,8,45
lord church,10036,8,45,1,8,45
church united,10036,8,45,2,8,45
united thee,10036,8,45,1,8,45
lord church united,10036,8,45,1,8,45
church united thee,10036,8,45,1,8,45
understands part,10037,9,45,1,9,45
recognizes importance,10038,9,45,1,9,45
importance chalcedonian,10038,9,45,1,9,45
chalcedonian creed,10038,9,45,1,9,45
recognizes importance chalcedonian,10038,9,45,1,9,45
importance chalcedonian creed,10038,9,45,1,9,45
concept visible,10039,9,45,1,9,45
visible invisible,10039,9,45,1,9,45
invisible church,10039,9,45,1,9,45
concept visible invisible,10039,9,45,1,9,45
visible invisible church,10039,9,45,1,9,45
wesley compelled,10040,10,45,1,10,45
break standard,10040,10,45,1,10,45
standard practice,10040,10,45,1,10,45
practice ordain,10040,10,45,1,10,45
ordain two,10040,10,45,1,10,45
two lay,10040,10,45,1,10,45
lay preachers,10040,10,45,1,10,45
preachers presbyters,10040,10,45,1,10,45
break standard practice,10040,10,45,1,10,45
standard practice ordain,10040,10,45,1,10,45
practice ordain two,10040,10,45,1,10,45
ordain two lay,10040,10,45,1,10,45
two lay preachers,10040,10,45,1,10,45
lay preachers presbyters,10040,10,45,1,10,45
assisted wesley,10041,10,45,1,10,45
led team,10045,10,0,1,11,45
team systematized,10045,11,45,1,11,45
systematized denominational,10045,11,45,1,11,45
denominational doctrine,10045,11,45,1,11,45
led team systematized,10045,11,45,1,11,45
team systematized denominational,10045,11,45,1,11,45
systematized denominational doctrine,10045,11,45,1,11,45
largely considered,10046,11,45,1,11,45
first united,10046,11,45,1,11,45
methodist theologian,10046,11,45,1,11,45
largely considered first,10046,11,45,1,11,45
considered first united,10046,11,45,1,11,45
first united methodist,10046,11,45,1,11,45
united methodist theologian,10046,11,45,1,11,45
grace goes,10047,12,45,1,12,45
goes us,10047,12,45,1,12,45
grace goes us,10047,12,45,1,12,45
power enables,10048,12,45,1,12,45
enables us,10048,12,45,1,12,45
us love,10048,12,45,1,12,45
power enables us,10048,12,45,1,12,45
enables us love,10048,12,45,1,12,45
prevenient grace,10049,12,45,2,12,45
choice accept,10050,12,45,1,12,45
accept reject,10050,12,45,1,12,45
reject god,10050,12,45,1,12,45
god salvation,10050,12,45,1,12,45
salvation christ,10050,12,45,1,12,45
choice accept reject,10050,12,45,1,12,45
accept reject god,10050,12,45,1,12,45
reject god salvation,10050,12,45,1,12,45
god salvation christ,10050,12,45,1,12,45
receive faith,10051,13,45,1,13,45
faith trust,10051,13,45,1,13,45
trust god,10051,35,6,1,13,45
receive faith trust,10051,13,45,1,13,45
cancels guilt,10052,13,45,1,13,45
guilt empowers,10052,13,45,1,13,45
empowers us,10052,13,45,1,13,45
us resist,10052,13,45,1,13,45
resist power,10052,13,45,1,13,45
power sin,10052,13,45,1,13,45
sin fully,10052,13,45,1,13,45
fully love,10052,13,45,1,13,45
love god,10052,13,45,1,13,45
god neighbor,10052,13,45,1,13,45
cancels guilt empowers,10052,13,45,1,13,45
guilt empowers us,10052,13,45,1,13,45
empowers us resist,10052,13,45,1,13,45
us resist power,10052,13,45,1,13,45
resist power sin,10052,13,45,1,13,45
power sin fully,10052,13,45,1,13,45
sin fully love,10052,13,45,1,13,45
fully love god,10052,13,45,1,13,45
love god neighbor,10052,13,45,1,13,45
justifying grace,10053,13,45,4,13,45
grace known,10053,13,45,1,13,45
justifying grace known,10053,13,45,1,13,45
john wesley,10055,2,45,1,13,45
wesley originally,10055,4,45,1,13,45
call experience,10055,13,45,1,13,45
john wesley originally,10055,4,45,1,13,45
sanctifying grace,10056,14,45,2,14,45
grace god,10057,14,45,1,14,45
god sustains,10057,14,45,1,14,45
sustains believers,10057,14,45,1,14,45
believers journey,10057,14,45,1,14,45
christian perfection,10057,14,45,1,14,45
grace god sustains,10057,14,45,1,14,45
god sustains believers,10057,14,45,1,14,45
sustains believers journey,10057,14,45,1,14,45
genuine love,10059,14,45,2,14,45
god heart,10059,14,45,1,14,45
heart soul,10059,14,45,1,14,45
soul mind,10059,14,45,1,14,45
genuine love god,10059,14,45,1,14,45
love god heart,10059,14,45,1,14,45
god heart soul,10059,14,45,1,14,45
heart soul mind,10059,14,45,1,14,45
characterized arminian,10060,15,45,1,15,45
arminian theology,10060,15,45,1,15,45
theology emphasis,10060,15,45,1,15,45
emphasis work,10060,15,45,1,15,45
work holy,10060,15,45,1,15,45
characterized arminian theology,10060,15,45,1,15,45
arminian theology emphasis,10060,15,45,1,15,45
theology emphasis work,10060,15,45,1,15,45
emphasis work holy,10060,15,45,1,15,45
work holy spirit,10060,15,45,1,15,45
seeing holy,10061,15,45,1,15,45
holy bible,10061,53,5,1,15,45
bible primary,10061,15,45,1,15,45
primary authority,10061,15,45,1,15,45
authority church,10061,15,45,1,15,45
seeing holy bible,10061,15,45,1,15,45
holy bible primary,10061,15,45,1,15,45
bible primary authority,10061,15,45,1,15,45
primary authority church,10061,15,45,1,15,45
today church,10062,51,45,1,15,45
considered one,10062,26,31,1,15,45
one moderate,10062,15,45,1,15,45
moderate tolerant,10062,15,45,1,15,45
tolerant denominations,10062,15,45,1,15,45
generally considered one,10062,15,45,1,15,45
considered one moderate,10062,15,45,1,15,45
one moderate tolerant,10062,15,45,1,15,45
moderate tolerant denominations,10062,15,45,1,15,45
states united,10063,34,43,1,15,45
methodist theology,10063,15,45,1,15,45
theology catholic,10063,15,45,1,15,45
catholic evangelical,10063,15,45,1,15,45
evangelical reformed,10063,15,45,1,15,45
states united methodist,10063,49,45,1,15,45
united methodist theology,10063,15,45,1,15,45
methodist theology catholic,10063,15,45,1,15,45
theology catholic evangelical,10063,15,45,1,15,45
catholic evangelical reformed,10063,15,45,1,15,45
record support,10064,16,45,1,16,45
support work,10064,16,45,1,16,45
work religious,10064,16,45,1,16,45
religious coalition,10064,16,45,2,16,45
coalition reproductive,10064,16,45,2,16,45
reproductive choice,10064,16,45,2,16,45
record support work,10064,16,45,1,16,45
support work religious,10064,16,45,1,16,45
work religious coalition,10064,16,45,1,16,45
religious coalition reproductive,10064,16,45,2,16,45
coalition reproductive choice,10064,16,45,2,16,45
pro life,10065,18,45,2,16,45
pro choice,10065,16,45,1,16,45
official bodies,10067,17,45,1,17,45
governing coalition,10067,17,45,1,17,45
two official bodies,10067,17,45,1,17,45
church emphasizes,10068,17,45,1,17,45
emphasizes need,10068,17,45,1,17,45
need supportive,10068,17,45,1,17,45
supportive ministry,10068,17,45,1,17,45
church emphasizes need,10068,17,45,1,17,45
emphasizes need supportive,10068,17,45,1,17,45
need supportive ministry,10068,17,45,1,17,45
church holds,10069,17,45,1,17,45
holds equally,10069,17,45,1,17,45
equally bound,10069,17,45,1,17,45
bound respect,10069,17,45,1,17,45
respect sacredness,10069,17,45,1,17,45
sacredness life,10069,17,45,1,17,45
life well,10069,17,45,1,17,45
church holds equally,10069,17,45,1,17,45
holds equally bound,10069,17,45,1,17,45
equally bound respect,10069,17,45,1,17,45
bound respect sacredness,10069,17,45,1,17,45
respect sacredness life,10069,17,45,1,17,45
sacredness life well,10069,17,45,1,17,45
identify pro,10070,18,45,1,18,45
life position,10070,18,45,1,18,45
identify pro life,10070,18,45,1,18,45
pro life position,10070,18,45,1,18,45
attempt withdraw,10071,18,45,1,18,45
umc membership,10071,50,45,1,18,45
church supported,10073,19,45,1,19,45
methodist church supported,10073,19,45,1,19,45
general board,10074,17,45,1,19,45
board church,10074,17,45,1,19,45
church society,10074,17,45,1,19,45
united methodists,10074,18,45,2,19,45
methodists abstain,10074,19,45,1,19,45
abstain alcohol,10074,19,45,1,19,45
alcohol lent,10074,19,45,1,19,45
general board church,10074,17,45,1,19,45
board church society,10074,17,45,1,19,45
united methodists abstain,10074,19,45,1,19,45
methodists abstain alcohol,10074,19,45,1,19,45
abstain alcohol lent,10074,19,45,1,19,45
famous sermon,10075,19,45,1,19,45
warned dangers,10075,19,45,1,19,45
dangers drinking,10075,19,45,1,19,45
warned dangers drinking,10075,19,45,1,19,45
sacrament holy,10076,19,45,1,19,45
holy communion,10076,19,45,1,19,45
sacrament holy communion,10076,19,45,1,19,45
believes jesus,10078,20,45,1,20,45
abolished death,10078,20,45,1,20,45
death penalty,10078,20,45,3,20,45
abolished death penalty,10078,20,45,1,20,45
calls bishops,10080,20,45,1,20,45
bishops uphold,10080,20,45,1,20,45
uphold opposition,10080,20,45,1,20,45
opposition capital,10080,20,45,1,20,45
capital punishment,10080,20,45,2,20,45
calls bishops uphold,10080,20,45,1,20,45
bishops uphold opposition,10080,20,45,1,20,45
uphold opposition capital,10080,20,45,1,20,45
opposition capital punishment,10080,20,45,1,20,45
prohibits celebration,10081,21,45,1,21,45
rev jimmy,10082,21,45,1,21,45
jimmy creech,10082,21,45,1,21,45
rev jimmy creech,10082,21,45,1,21,45
sex marriage,10083,21,45,2,21,45
marriage legalized,10083,21,45,1,21,45
legalized nationwide,10083,21,45,1,21,45
sex marriage legalized,10083,21,45,1,21,45
marriage legalized nationwide,10083,21,45,1,21,45
governing committee,10084,22,45,1,22,45
committee voted,10084,22,45,1,22,45
favor proposal,10084,22,45,1,22,45
would permit,10084,22,45,1,22,45
permit ministers,10084,22,45,1,22,45
ministers officiate,10084,22,45,1,22,45
officiate sex,10084,22,45,1,22,45
sex weddings,10084,21,45,1,22,45
governing committee voted,10084,22,45,1,22,45
committee voted favor,10084,22,45,1,22,45
voted favor proposal,10084,22,45,1,22,45
would permit ministers,10084,22,45,1,22,45
permit ministers officiate,10084,22,45,1,22,45
ministers officiate sex,10084,22,45,1,22,45
officiate sex weddings,10084,22,45,1,22,45
recently called,10085,22,45,1,22,45
called broader,10085,22,45,1,22,45
broader acceptance,10085,22,45,1,22,45
recently called broader,10085,22,45,1,22,45
called broader acceptance,10085,22,45,1,22,45
many conferences,10086,22,45,1,22,45
position voting,10086,22,45,1,22,45
voting favor,10086,22,45,1,22,45
position voting favor,10086,22,45,1,22,45
rose mary,10087,23,45,1,23,45
mary denman,10087,23,45,1,23,45
openly living,10087,23,45,1,23,45
living sex,10087,23,45,1,23,45
sex partner,10087,23,45,1,23,45
rose mary denman,10087,23,45,1,23,45
openly living sex,10087,23,45,1,23,45
living sex partner,10087,23,45,1,23,45
irene elizabeth,10088,23,45,1,23,45
elizabeth stroud,10088,23,45,1,23,45
stroud convicted,10088,23,45,1,23,45
convicted church,10088,23,45,1,23,45
church trial,10088,21,45,1,23,45
irene elizabeth stroud,10088,23,45,1,23,45
elizabeth stroud convicted,10088,23,45,1,23,45
stroud convicted church,10088,23,45,1,23,45
convicted church trial,10088,23,45,1,23,45
approved appointment,10089,23,45,1,23,45
appointment openly,10089,23,45,1,23,45
openly partnered,10089,23,45,1,23,45
partnered lesbian,10089,23,45,1,23,45
lesbian provisional,10089,23,45,1,23,45
provisional diaconate,10089,23,45,1,23,45
approved appointment openly,10089,23,45,1,23,45
appointment openly partnered,10089,23,45,1,23,45
openly partnered lesbian,10089,23,45,1,23,45
partnered lesbian provisional,10089,23,45,1,23,45
lesbian provisional diaconate,10089,23,45,1,23,45
incompatible teaching,10090,24,45,1,24,45
teaching scripture,10090,24,45,1,24,45
incompatible teaching scripture,10090,24,45,1,24,45
church states,10091,19,45,1,24,45
states christians,10091,24,45,1,24,45
christians aware,10091,24,45,1,24,45
aware neither,10091,24,45,1,24,45
neither way,10091,24,45,1,24,45
righteous god,10091,24,45,1,24,45
church states christians,10091,24,45,1,24,45
states christians aware,10091,24,45,1,24,45
christians aware neither,10091,24,45,1,24,45
aware neither way,10091,24,45,1,24,45
church supports,10092,24,45,2,24,45
persons conscientiously,10092,24,45,2,24,45
conscientiously oppose,10092,24,45,1,24,45
persons conscientiously oppose,10092,24,45,1,24,45
maintains war,10093,25,45,1,25,45
war incompatible,10093,25,45,1,25,45
maintains war incompatible,10093,25,45,1,25,45
church rejects,10094,25,45,1,25,45
strict effective,10095,25,45,1,25,45
effective international,10095,25,45,1,25,45
international control,10095,25,45,1,25,45
strict effective international,10095,25,45,1,25,45
effective international control,10095,25,45,1,25,45
task force,10096,26,45,1,26,45
teaches pornography,10097,26,45,1,26,45
persons addicted,10098,26,45,1,26,45
addicted pornography,10098,26,45,1,26,45
persons addicted pornography,10098,26,45,1,26,45
umc supports,10099,27,45,1,27,45
supports federal,10099,27,45,1,27,45
federal funding,10099,26,18,1,27,45
funding research,10099,27,45,1,27,45
research embryos,10099,27,45,1,27,45
embryos created,10099,27,45,1,27,45
umc supports federal,10099,27,45,1,27,45
supports federal funding,10099,27,45,1,27,45
federal funding research,10099,27,45,1,27,45
funding research embryos,10099,27,45,1,27,45
research embryos created,10099,27,45,1,27,45
supports research,10100,27,45,1,27,45
cells retrieved,10100,27,45,1,27,45
retrieved umbilical,10100,27,45,1,27,45
umbilical cords,10100,27,45,1,27,45
cells retrieved umbilical,10100,27,45,1,27,45
retrieved umbilical cords,10100,27,45,1,27,45
umc stands,10101,15,45,1,27,45
version book,10102,28,45,1,28,45
book common,10102,28,45,1,28,45
common prayer,10102,93,6,1,28,45
prayer called,10102,28,45,1,28,45
revised version book,10102,28,45,1,28,45
version book common,10102,28,45,1,28,45
book common prayer,10102,28,45,1,28,45
common prayer called,10102,28,45,1,28,45
sunday service,10104,38,10,1,28,45
service methodists,10104,28,45,1,28,45
methodists north,10104,28,45,1,28,45
sunday service methodists,10104,28,45,1,28,45
service methodists north,10104,28,45,1,28,45
methodists north america,10104,28,45,1,28,45
many liturgies,10106,29,45,1,29,45
liturgies derived,10106,29,45,1,29,45
many liturgies derived,10106,29,45,1,29,45
healing services,10107,29,45,1,29,45
services involve,10107,29,45,1,29,45
involve laying,10107,29,45,1,29,45
laying hands,10107,29,45,1,29,45
services involve laying,10107,29,45,1,29,45
involve laying hands,10107,29,45,1,29,45
may named,10108,30,45,1,30,45
named biblical,10108,30,45,1,30,45
biblical figure,10108,30,45,1,30,45
may named biblical,10108,30,45,1,30,45
named biblical figure,10108,30,45,1,30,45
salvation army,10109,30,45,1,30,45
methodism revered,10110,30,45,1,30,45
revered founder,10110,30,45,1,30,45
methodism revered founder,10110,30,45,1,30,45
church organized,10111,31,45,1,31,45
organized conferences,10111,31,45,1,31,45
church organized conferences,10111,31,45,1,31,45
organization may,10112,31,45,1,31,45
may speak,10112,31,45,1,31,45
speak officially,10112,31,45,1,31,45
officially church,10112,31,45,1,31,45
organization may speak,10112,31,45,1,31,45
may speak officially,10112,31,45,1,31,45
speak officially church,10112,31,45,1,31,45
states divided,10116,32,45,1,32,45
divided many,10116,20,7,1,32,45
united states divided,10116,32,45,1,32,45
central conferences,10117,32,45,3,32,45
outside united,10117,32,45,1,32,45
outside united states,10117,32,45,1,32,45
main purpose,10118,32,45,1,32,45
purpose jurisdictions,10118,32,45,1,32,45
jurisdictions central,10118,32,45,1,32,45
main purpose jurisdictions,10118,32,45,1,32,45
purpose jurisdictions central,10118,32,45,1,32,45
