word,label,parag_no,title_no
4,CARDINAL,4,36
Han,NORP,4,36
Tumens,GPE,4,36
3,CARDINAL,4,36
Khitan,GPE,4,36
Tumens,GPE,4,36
Tumen,PERSON,4,36
"10,000",CARDINAL,4,36
three,CARDINAL,4,36
Khitan Generals Shimobeidier,ORG,4,36
Tabuyir,PERSON,4,36
Xiaozhacizhizizhongxi,GPE,4,36
three,CARDINAL,4,36
Khitan,GPE,4,36
Tumens,GPE,4,36
four,CARDINAL,4,36
Han,NORP,4,36
Zhang Rou,PERSON,4,36
Yan Shi,PERSON,4,36
Shi Tianze,PERSON,4,36
Liu Heima,PERSON,4,36
four,CARDINAL,4,36
Han,NORP,4,36
Ogödei Khan,PERSON,4,36
Shi Tianze,PERSON,5,36
Han,NORP,5,36
Chinese,NORP,5,36
the Jin dynasty,DATE,5,36
Interethnic,ORG,5,36
Han,NORP,5,36
Jurchen,PERSON,5,36
Shih Ping-chih,PERSON,5,36
Shi Bingzhi,PERSON,5,36
Jurchen,GPE,5,36
Han,NORP,5,36
Chinese,NORP,5,36
Chang,PERSON,5,36
Shi Tianze's,PERSON,5,36
Shi Tianze,PERSON,5,36
two,CARDINAL,5,36
Jurchen,NORP,5,36
Han,NORP,5,36
Chinese,NORP,5,36
Korean,NORP,5,36
Shi Gang,PERSON,5,36
one,CARDINAL,5,36
Jurchen,PERSON,5,36
Jurchen,PERSON,5,36
Mo-nien,GPE,5,36
Korean,NORP,5,36
Li,PERSON,5,36
Han,NORP,5,36
Chinese,NORP,5,36
Shi,PERSON,5,36
Shi Tianze,PERSON,5,36
Mongol,NORP,5,36
Shi Gang,PERSON,5,36
Kerait,NORP,5,36
Kerait,NORP,5,36
Mongolified Turkic,GPE,5,36
Shi Tianze,PERSON,5,36
Shih T'ien-tse,PERSON,5,36
Zhang Rou,PERSON,5,36
Chang Jou,PERSON,5,36
Yan Shi,PERSON,5,36
Yen Shih,PERSON,5,36
Chinese,NORP,5,36
Jin,PERSON,5,36
Mongols,PERSON,5,36
Chagaan,PERSON,5,36
Tsagaan,PERSON,5,36
Zhang Rou,PERSON,5,36
Töregene Khatun,PERSON,5,36
Möngke Khan,PERSON,6,36
the Chinese Song dynasty,ORG,6,36
China,GPE,6,36
Mongol,NORP,6,36
China,GPE,6,36
the Middle East,LOC,6,36
1256,DATE,6,36
1259,DATE,6,36
Kublai,PERSON,6,36
Song,PERSON,6,36
1260,DATE,6,36
Ariq Böke,PERSON,6,36
Kublai,PERSON,6,36
kurultai,GPE,6,36
Kaiping,GPE,6,36
Great Khan,PERSON,6,36
kurultai,GPE,6,36
Mongolia,GPE,6,36
Ariq Böke Great Khan,PERSON,6,36
Kublai,PERSON,6,36
Chinese,NORP,6,36
Chinese,NORP,6,36
Chinese,NORP,6,36
Zhongtong,GPE,6,36
Ariq Böke,PERSON,6,36
1264,DATE,6,36
three,CARDINAL,6,36
Golden Horde,PERSON,6,36
Chagatai Khanate,PERSON,6,36
Ilkhanate,ORG,6,36
Ilkhans,NORP,6,36
Kublai,PERSON,6,36
the Mongol Empire,GPE,6,36
the early years,DATE,7,36
Kublai Khan's,PERSON,7,36
Kaidu,ORG,7,36
Kublai,PERSON,7,36
Kublai,PERSON,7,36
Song,PERSON,7,36
Kublai,PERSON,7,36
1259,DATE,7,36
Wonjong,PERSON,7,36
Korea,GPE,7,36
Mongol,NORP,7,36
Kublai,PERSON,7,36
Li Tan,PERSON,7,36
Mongol,NORP,7,36
1262,DATE,7,36
Kublai,PERSON,7,36
Han,NORP,7,36
Chinese,NORP,7,36
Chinese,NORP,7,36
Song,PERSON,7,36
Kublai,PERSON,8,36
1262,DATE,8,36
Mongol,NORP,8,36
China,GPE,8,36
Chinese,NORP,8,36
Chinese,NORP,8,36
Chinese,NORP,8,36
Kublai,PERSON,8,36
Confucian,NORP,8,36
Yuan,ORG,8,36
three,CARDINAL,8,36
Han,NORP,8,36
Chinese,NORP,8,36
Kublai,PERSON,8,36
Chinese,NORP,8,36
Mongol,NORP,9,36
Karakorum,ORG,9,36
Mongolia,GPE,9,36
Khanbaliq,ORG,9,36
1264,DATE,9,36
Jurchen,GPE,9,36
Zhongdu,GPE,9,36
Beijing,GPE,9,36
1266,DATE,9,36
1271,DATE,9,36
Kublai,PERSON,9,36
the Mandate of Heaven,ORG,9,36
1272,DATE,9,36
the first year,DATE,9,36
the Great Yuan,ORG,9,36
Chinese,NORP,9,36
Chinese,NORP,9,36
Kublai,PERSON,9,36
Daidu (Dadu,ORG,9,36
Chinese,NORP,9,36
Chinese,NORP,9,36
the dynasty,DATE,9,36
Zhiyuan,PERSON,9,36
Chinese,NORP,9,36
Mongol,NORP,9,36
Chinese,NORP,9,36
Confucian,NORP,9,36
Kublai Khan,PERSON,10,36
the Silk Road,ORG,10,36
Mongol,NORP,10,36
Chao,PERSON,10,36
Mongolica,GPE,10,36
Mongol,NORP,10,36
China,GPE,10,36
Kublai,PERSON,10,36
the Grand Canal,ORG,10,36
China,GPE,10,36
Kublai Khan,PERSON,10,36
Venetian,NORP,10,36
Marco Polo,PERSON,10,36
European,NORP,10,36
Yuan China,PERSON,10,36
Marco Polo's,PERSON,10,36
Christopher Columbus,PERSON,10,36
the Far East,LOC,10,36
the Southern Song,LOC,11,36
Confucius at Qufu,ORG,11,36
Yansheng Kong Duanyou,PERSON,11,36
the Song Emperor,GPE,11,36
Quzhou,GPE,11,36
Jin,PERSON,11,36
Kong Duanyou's,PERSON,11,36
Kong Duancao,PERSON,11,36
Qufu,PERSON,11,36
Duke Yansheng,PERSON,11,36
the Yuan dynasty,DATE,11,36
two,CARDINAL,11,36
Duke Yanshengs,ORG,11,36
Qufu,GPE,11,36
Quzhou,GPE,11,36
Kublai Khan,PERSON,11,36
Yansheng Kong Zhu,PERSON,11,36
Qufu,PERSON,11,36
Kong Zhu,PERSON,11,36
Duke Yansheng,PERSON,11,36
Quzhou,GPE,11,36
this day,DATE,11,36
Confucius,PERSON,11,36
Quzhou,GPE,11,36
"30,000",CARDINAL,11,36
one,CARDINAL,11,36
Confucius,ORG,11,36
China,GPE,11,36
Goryeo,GPE,11,36
Korea,GPE,11,36
Korean,NORP,11,36
China,GPE,12,36
Kublai,PERSON,12,36
Mongol,NORP,12,36
Chinese,NORP,12,36
Kublai,PERSON,12,36
Xiangyang,PERSON,12,36
between 1268 and 1273,DATE,12,36
Yangzi River,LOC,12,36
Japan,GPE,12,36
1274,DATE,12,36
Kublai,PERSON,12,36
Song,PERSON,12,36
Hangzhou,GPE,12,36
1276,DATE,12,36
China,GPE,12,36
Emperor Bing of Song,PERSON,12,36
Mongols,PERSON,12,36
Yamen,GPE,12,36
1279,DATE,12,36
Song,PERSON,12,36
Song,PERSON,12,36
China,GPE,12,36
first,ORDINAL,12,36
three hundred years,DATE,12,36
Kublai,PERSON,13,36
1279,DATE,13,36
Mongol,NORP,13,36
Kublai,PERSON,13,36
second,ORDINAL,13,36
Japan,GPE,13,36
1281,DATE,13,36
Kublai,PERSON,13,36
Annam,GPE,13,36
Champa,ORG,13,36
Java,PERSON,13,36
Pyrrhic,PRODUCT,13,36
Burma,GPE,13,36
Mongols,PERSON,13,36
Annam,GPE,13,36
Dai Viet,PERSON,13,36
the Battle of Bạch Đằng,FAC,13,36
1288,DATE,13,36
Chinese,NORP,13,36
Fujian,GPE,13,36
the Chinese Tran,ORG,13,36
Chen,PERSON,13,36
Trần Kinh,ORG,13,36
Chén Jīng,PERSON,13,36
Dai Viet,PERSON,13,36
Trần,ORG,13,36
Vietnam Đại Việt,WORK_OF_ART,13,36
Chinese,NORP,13,36
Chinese,LANGUAGE,13,36
Trần,PERSON,13,36
Trần Quốc Tuấn,PERSON,13,36
1282,DATE,13,36
Liam Kelley,PERSON,13,36
Song,PERSON,13,36
China,GPE,13,36
Zhao Zhong,PERSON,13,36
Xu Zongdao,PERSON,13,36
Tran,ORG,13,36
Vietnam,GPE,13,36
Mongol,NORP,13,36
Song,PERSON,13,36
Tran,ORG,13,36
Mongol,NORP,13,36
Fujian,GPE,13,36
China,GPE,13,36
Daoist,NORP,13,36
Xu Zongdao,PERSON,13,36
Mongol,NORP,13,36
Annam,GPE,13,36
Burma,GPE,13,36
Champa,ORG,13,36
Mongol,NORP,13,36
Dali,PERSON,14,36
1253,DATE,14,36
Duan dynasty,DATE,14,36
Yuan,PERSON,14,36
Ming,ORG,14,36
Yunnan,GPE,14,36
Kublai,PERSON,14,36
Kublai,PERSON,14,36
Zhenjin,GPE,14,36
the Crown Prince,PERSON,14,36
Kublai,PERSON,14,36
1285,DATE,14,36
Zhenjin,GPE,14,36
third,ORDINAL,14,36
Kökejin,PERSON,14,36
Bayan,PERSON,14,36
Temür Khan,PERSON,14,36
Chengzong,PERSON,14,36
1294 to 1307,DATE,14,36
Temür Khan,PERSON,14,36
Mongol,NORP,14,36
Vietnam,GPE,14,36
a few decades,DATE,14,36
the Yuan dynasty,DATE,14,36
Temür Khan,ORG,14,36
fourth,ORDINAL,15,36
Buyantu Khan,PERSON,15,36
first,ORDINAL,15,36
Chinese,NORP,15,36
Kublai,GPE,15,36
Mongol,NORP,15,36
Li Meng,PERSON,15,36
Confucian,NORP,15,36
the Department of State Affairs,ORG,15,36
Chinese,NORP,15,36
five,CARDINAL,15,36
1313,DATE,15,36
Chinese,NORP,15,36
Gegeen Khan,PERSON,16,36
Ayurbarwada,GPE,16,36
only two years,DATE,16,36
1321 to 1323,DATE,16,36
Confucian,NORP,16,36
Baiju,PERSON,16,36
Chinese,NORP,16,36
the Great Yuan,ORG,16,36
Yuan,PERSON,16,36
Gegeen,PERSON,16,36
five,CARDINAL,16,36
Confucian,NORP,16,36
Yesün Temür,PERSON,16,36
Taidingdi,GPE,16,36
Yesün Temür,PERSON,17,36
Shangdu,GPE,17,36
1328,DATE,17,36
Temür,ORG,17,36
Khanbaliq,ORG,17,36
Qipchaq,ORG,17,36
El Temür,ORG,17,36
Wenzong,GPE,17,36
Khanbaliq,ORG,17,36
Yesün Temür's,PERSON,17,36
Ragibagh,PERSON,17,36
Shangdu,GPE,17,36
Yesün Temür's,PERSON,17,36
Dawlat Shah,PERSON,17,36
Northern China,LOC,17,36
the dynasty,DATE,17,36
Khanbaliq,ORG,17,36
Temür,ORG,17,36
the War of the Two Capitals,EVENT,17,36
Temür,ORG,17,36
Kusala,PERSON,17,36
Chagatai Khan Eljigidey,PERSON,17,36
Khanbaliq,ORG,17,36
Kusala,GPE,17,36
only four days,DATE,17,36
Temür,FAC,17,36
El Temür,ORG,17,36
Temür,ORG,17,36
Temür,ORG,17,36
Mongol,NORP,17,36
Golden Horde,PERSON,17,36
Ilkhanate,ORG,17,36
Mongol,NORP,17,36
El Temür,ORG,17,36
three-year,DATE,17,36
El Temür,ORG,17,36
pro-Kusala,GPE,17,36
the dynasty,DATE,17,36
El Temür,ORG,18,36
Temür,ORG,18,36
Chinese,NORP,18,36
Chinese,NORP,18,36
the Academy of the Pavilion of the Star of Literature,ORG,18,36
Chinese,NORP,18,36
the spring of 1329,DATE,18,36
Confucian,NORP,18,36
Mongolian,NORP,18,36
Jingshi Dadian,ORG,18,36
Chinese,NORP,18,36
Temür,ORG,18,36
Zhu Xi's,PERSON,18,36
Buddhism,GPE,18,36
Temür,ORG,19,36
1332,DATE,19,36
Rinchinbal (Emperor Ningzong,ORG,19,36
the same year,DATE,19,36
13-year-old,DATE,19,36
Toghun Temür,PERSON,19,36
Huizong,PERSON,19,36
nine,CARDINAL,19,36
Kublai Khan,PERSON,19,36
Guangxi,GPE,19,36
El Temür's,ORG,19,36
Bayan,PERSON,19,36
El Temür,ORG,19,36
Toghun Temür,PERSON,19,36
Bayan,ORG,19,36
1340,DATE,19,36
Bayan,ORG,19,36
Bayan,ORG,19,36
Bayan,NORP,19,36
"Bayan, Toghtogha",ORG,19,36
first,ORDINAL,19,36
One,CARDINAL,19,36
Jin,PERSON,19,36
Song,PERSON,19,36
1345,DATE,19,36
Toghtogha,ORG,19,36
Toghun Temür,PERSON,19,36
first,ORDINAL,19,36
1349,DATE,19,36
The final years,DATE,20,36
Kublai Khan's,PERSON,20,36
Mongol,NORP,20,36
Asia,LOC,20,36
Mongols,PERSON,20,36
the Middle Kingdom,GPE,20,36
Chinese,NORP,20,36
China,GPE,20,36
Yuan,PERSON,20,36
China,GPE,20,36
Yuan,PERSON,20,36
the late 1340s,DATE,21,36
1351,DATE,21,36
the Red Turban Rebellion,ORG,21,36
1354,DATE,21,36
Toghtogha,ORG,21,36
Red Turban,ORG,21,36
Toghun Temür,PERSON,21,36
Toghun,GPE,21,36
Temür,ORG,21,36
Shangdu,PERSON,21,36
Khanbaliq,ORG,21,36
present-day,DATE,21,36
Beijing,GPE,21,36
1368,DATE,21,36
1368–1644,CARDINAL,21,36
Zhu Yuanzhang,PERSON,21,36
Khanbaliq,ORG,21,36
Yingchang,GPE,21,36
present-day,DATE,21,36
Inner Mongolia,PERSON,21,36
two years later,DATE,21,36
1370,DATE,21,36
Yingchang,GPE,21,36
Ming,ORG,21,36
Henan,GPE,21,36
today,DATE,21,36
the Yuan dynasty,DATE,22,36
China,GPE,22,36
Asia,LOC,22,36
East,LOC,22,36
West,LOC,22,36
Mongols,PERSON,22,36
West Asian,NORP,22,36
European,NORP,22,36
the Mongol World Empire,ORG,22,36
China,GPE,22,36
Asia,LOC,22,36
Yuan,PERSON,22,36
Persia,GPE,22,36
Ilkhanate,ORG,22,36
Yuan,PERSON,22,36
Tibetan,GPE,22,36
Tantric Buddhism,ORG,22,36
China,GPE,22,36
Muslims,NORP,22,36
Middle Eastern,LOC,22,36
East Asia,LOC,22,36
Eastern,ORG,22,36
the Yuan dynasty,DATE,22,36
Chinese,NORP,23,36
Islam,ORG,23,36
Muslims,NORP,23,36
Central Asia,LOC,23,36
Chinese,NORP,23,36
Nestorianism,NORP,23,36
Roman Catholicism,ORG,23,36
Tibetan,NORP,23,36
Yuan,PERSON,23,36
Confucian,NORP,23,36
China,GPE,23,36
Yuan,PERSON,23,36
Han,NORP,23,36
first,ORDINAL,24,36
Europeans,NORP,24,36
China,GPE,24,36
Marco Polo,PERSON,24,36
Cambaluc,WORK_OF_ART,24,36
the Great Khan,FAC,24,36
Europe,LOC,24,36
Million,CARDINAL,24,36
English,LANGUAGE,24,36
Marco Polo,PERSON,24,36
about the year 1299,DATE,24,36
Marco Polo's,PERSON,24,36
the Great Wall of China,FAC,24,36
Europeans,NORP,24,36
the Great Khan,FAC,24,36
Marco Polo,PERSON,24,36
Persian,NORP,24,36
Persian,NORP,24,36
Yuan,PERSON,25,36
Kublai Khan's,PERSON,25,36
Guo Shoujing,PERSON,25,36
Yuan,PERSON,25,36
365.2425 days of the year,DATE,25,36
only 26 seconds,TIME,25,36
Beijing,GPE,25,36
Beijing,GPE,25,36
the Grand Canal of China,ORG,25,36
Asia,LOC,25,36
Chinese,NORP,25,36
Europe,LOC,25,36
Chinese,NORP,25,36
West,LOC,25,36
West,LOC,25,36
China,GPE,25,36
first,ORDINAL,26,36
Chinese,NORP,26,36
China,GPE,26,36
Mongolia,GPE,26,36
the Mongol Empire,GPE,26,36
the Eternal Heaven,ORG,26,36
Mongolian,NORP,26,36
Yuan,PERSON,26,36
China,GPE,26,36
the Song dynasty,DATE,26,36
the Ming dynasty,DATE,26,36
Yuan,PERSON,26,36
Mongol Empire,GPE,26,36
Kublai Khan's,PERSON,26,36
Yuan,PERSON,26,36
1271,DATE,26,36
Kublai,PERSON,26,36
Genghis Khan,PERSON,26,36
the dynasty,DATE,26,36
Taizu,NORP,26,36
Chinese,NORP,26,36
the Ming dynasty,EVENT,26,36
Chinese,LANGUAGE,26,36
China,GPE,26,36
Han,NORP,26,36
Chinese,NORP,26,36
second,ORDINAL,26,36
China,GPE,26,36
Kublai Khan,PERSON,27,36
Han,NORP,27,36
Chinese,NORP,27,36
Khitans,NORP,27,36
Tibetan,NORP,27,36
Chinese,NORP,27,36
Yuan,PERSON,27,36
Chinese,NORP,27,36
Tang,PERSON,27,36
Song,PERSON,27,36
Khitan Liao,PERSON,27,36
Jurchen Jin,PERSON,27,36
Chinese,NORP,27,36
Liu Bingzhong,PERSON,27,36
Yao Shu,PERSON,27,36
Kublai,PERSON,27,36
the first decade,DATE,27,36
Kublai,PERSON,27,36
Chinese,NORP,27,36
the Central Secretariat,LOC,27,36
Zhongshu Sheng,PERSON,27,36
the Privy Council,ORG,27,36
Chinese,NORP,27,36
Censorate,ORG,27,36
Mongol,NORP,27,36
Chinese,NORP,27,36
China,GPE,27,36
the Department of State Affairs,ORG,27,36
Shangshu Sheng,PERSON,27,36
Külüg Khan,PERSON,27,36
Wuzong,PERSON,27,36
the Six Ministries,EVENT,28,36
the Sui and,DATE,28,36
Tang,PERSON,28,36
Sinicized,NORP,28,36
Yuan,PERSON,28,36
Mongolian,NORP,28,36
Yuan,GPE,28,36
the Ministry of Justice,ORG,28,36
Mongols,PERSON,28,36
Semuren,PERSON,28,36
more than one,CARDINAL,28,36
Chinese,NORP,28,36
the Ministry of War,ORG,28,36
Chinese,NORP,28,36
Yuan,PERSON,28,36
the Privy Council,ORG,28,36
1269,DATE,29,36
Mongolian,NORP,29,36
Tibetan,GPE,29,36
Chinese,NORP,29,36
the end of the dynasty,DATE,29,36
Chinese,NORP,29,36
The Mongol,GPE,29,36
Mongol,NORP,29,36
Onggirat,GPE,29,36
Mongol,LANGUAGE,29,36
Tugh Temur,PERSON,29,36
Tangut,ORG,29,36
The Mongol Emperors,ORG,29,36
Yuan,ORG,29,36
Tugh Temur,PERSON,29,36
Wenzong,GPE,29,36
Chinese,NORP,29,36
Mongol,NORP,30,36
Chinese,NORP,30,36
Mongols,PERSON,30,36
1290,DATE,30,36
Mongol Empire,GPE,30,36
Mongol,NORP,30,36
Kublai,PERSON,30,36
1291,DATE,30,36
Mongols,PERSON,30,36
Kublai,PERSON,30,36
Chinese,NORP,30,36
Mongolian,NORP,30,36
China,GPE,30,36
Chinese,NORP,30,36
Mongolian,NORP,30,36
Yuan,PERSON,31,36
Mongol,NORP,31,36
today,DATE,31,36
one,CARDINAL,31,36
Chinese,NORP,31,36
dynasty era,DATE,31,36
Yuan,GPE,31,36
Yuan,PERSON,31,36
One,CARDINAL,31,36
One,CARDINAL,31,36
Yuan,PERSON,31,36
Chinese,NORP,31,36
Yuan,PERSON,31,36
Chinese,NORP,31,36
China,GPE,31,36
the Tang dynasty,DATE,31,36
Song,PERSON,31,36
Shōsōin,PRODUCT,31,36
Japan,GPE,31,36
Buddhism,NORP,32,36
Islam,ORG,32,36
Christianity,NORP,32,36
Muslims,NORP,32,36
China,GPE,32,36
Yuan,PERSON,32,36
Islam,ORG,32,36
Kublai Khan,PERSON,32,36
Tibetan,NORP,32,36
Tibetan,NORP,32,36
the Bureau of Buddhist and Tibetan Affairs,ORG,32,36
Xuanzheng Yuan,PERSON,32,36
Khanbaliq,GPE,32,36
Beijing,GPE,32,36
Buddhist,NORP,32,36
Kublai Khan,PERSON,32,36
Tibetan,NORP,32,36
the end of the Yuan dynasty,DATE,32,36
14,CARDINAL,32,36
Imperial Preceptor,ORG,32,36
Mongol,NORP,32,36
Buddhist,NORP,32,36
Buddhist,NORP,32,36
Tibetan,NORP,32,36
1300,DATE,32,36
Oronar,ORG,32,36
Confucian,NORP,32,36
Confucian,NORP,32,36
Chinese,NORP,32,36
Mongolian,NORP,32,36
Yuan,PERSON,33,36
Zhu Shijie,PERSON,33,36
1249–1314,CARDINAL,33,36
up to four,CARDINAL,33,36
Zhu,PERSON,33,36
only one,CARDINAL,33,36
the Jade Mirror,ORG,33,36
1303,DATE,33,36
Pascal,ORG,33,36
Guo Shoujing,PERSON,34,36
one,CARDINAL,34,36
first,ORDINAL,34,36
China,GPE,34,36
Gou,PERSON,34,36
Calendar for Fixing the Seasons,WORK_OF_ART,34,36
1281,DATE,34,36
Song,PERSON,34,36
Shen Kuo,PERSON,34,36
Arab,NORP,34,36
Muslim,NORP,34,36
Shoushi,ORG,34,36
Mongol,NORP,34,36
Muslim,NORP,34,36
the Middle East,LOC,34,36
China,GPE,34,36
Mongols,PERSON,34,36
Muslim,NORP,34,36
Arabic,NORP,34,36
China,GPE,34,36
the 13th century,DATE,34,36
Yuan,PERSON,35,36
non-Mongol,NORP,35,36
Mongol,NORP,35,36
Mongols,PERSON,35,36
Mongol,NORP,35,36
Yuan,PERSON,35,36
Kublai,PERSON,35,36
the Imperial Academy of Medicine,ORG,35,36
Confucian,NORP,35,36
Confucian,NORP,35,36
Chinese,NORP,36,36
Yuan,PERSON,36,36
Four Great Schools,WORK_OF_ART,36,36
Yuan,PERSON,36,36
the Jin dynasty,DATE,36,36
four,CARDINAL,36,36
Chinese,NORP,36,36
Chinese,NORP,36,36
Mongols,PERSON,36,36
Chinese,NORP,36,36
the Middle East,LOC,36,36
Wei Yilin,PERSON,36,36
Mongol,NORP,36,36
Hu Sihui,PERSON,36,36
1330,DATE,36,36
China,GPE,37,36
the Nestorian Christians,ORG,37,36
Yuan,PERSON,37,36
huihui,PERSON,37,36
Muslim,NORP,37,36
Nestorian,GPE,37,36
Jesus the Interpreter founded the Office of Western Medicine,ORG,37,36
1263,DATE,37,36
Kublai,PERSON,37,36
two,CARDINAL,37,36
Chinese,NORP,37,36
Chinese,NORP,37,36
Chinese,NORP,37,36
Chinese,NORP,37,36
Avicenna,GPE,37,36
The Canon of Medicine,WORK_OF_ART,37,36
Mongol,NORP,38,36
Yuan,PERSON,38,36
Chinese,NORP,38,36
Tibetan,GPE,38,36
Yuan,PERSON,38,36
Wang Zhen's,PERSON,38,36
Nong Shu,PERSON,38,36
the 12th century,DATE,38,36
Taoist,NORP,38,36
Töregene Khatun,PERSON,38,36
Ögedei,PERSON,38,36
1273,DATE,38,36
Mongols,PERSON,38,36
the Imperial Library Directorate,ORG,38,36
Yuan,PERSON,38,36
China,GPE,38,36
One,CARDINAL,39,36
chao,PERSON,39,36
Yuan,PERSON,39,36
Chao,PERSON,39,36
Yuan,PERSON,39,36
1275,DATE,39,36
Mongols,PERSON,39,36
Chinese,NORP,39,36
Mongol,NORP,39,36
China,GPE,39,36
Yuan,PERSON,39,36
Bolad,PERSON,39,36
Iran,GPE,39,36
Yuan,PERSON,39,36
Gaykhatu,GPE,39,36
1294,DATE,39,36
Kublai Khan,PERSON,40,36
Mongolian,NORP,40,36
Chinese,NORP,40,36
Chinese,NORP,40,36
Chinese,NORP,40,36
Chinese,NORP,40,36
Mongols,PERSON,40,36
Semuren,PERSON,40,36
Central Asia,LOC,40,36
Chinese,NORP,40,36
Yuan,ORG,40,36
Chinese,NORP,40,36
Mongols,PERSON,40,36
Semuren,PERSON,40,36
the dynasty,DATE,40,36
the early 14th century,DATE,40,36
North Chinese,NORP,40,36
Southerners,NORP,40,36
Persians,NORP,40,36
Ilkhanate,ORG,40,36
the Yongle Emperor,ORG,40,36
the Ming dynasty,EVENT,40,36
the Yuan dynasty,DATE,40,36
Mongols,PERSON,40,36
Tartars,PRODUCT,40,36
Chinese,NORP,40,36
Central Asian Muslims,NORP,41,36
China,GPE,41,36
Mongols,PERSON,41,36
Han Chinese,NORP,41,36
Khitans,NORP,41,36
China,GPE,41,36
Muslim,NORP,41,36
Bukhara,GPE,41,36
Central Asia,LOC,41,36
Han,NORP,41,36
Chinese,NORP,41,36
Central Asian,NORP,41,36
Besh Baliq,GPE,41,36
Almaliq,GPE,41,36
Samarqand,GPE,41,36
Alans,NORP,41,36
Mongol,NORP,41,36
one,CARDINAL,41,36
Right Alan Guard,WORK_OF_ART,41,36
Mongols,PERSON,41,36
Chinese,NORP,41,36
Kingdom of Qocho,GPE,41,36
Mongols,PERSON,41,36
Chinese,NORP,41,36
Chinese,NORP,41,36
Qi Kongzhi,PERSON,41,36
Mongol,NORP,41,36
Central Asia,LOC,41,36
Genghis Khan,PERSON,41,36
Chinese,NORP,41,36
Qara-Khitays,PERSON,41,36
Samarqand,GPE,41,36
Muslims,NORP,41,36
Muslims,NORP,41,36
Mongol,NORP,41,36
Samarqand,GPE,41,36
Khitan,PERSON,41,36
Taishi,ORG,41,36
Chinese,NORP,41,36
Ahai,GPE,41,36
Muslims,NORP,42,36
Yuan Emperors,PERSON,42,36
Halal,GPE,42,36
Islamic,NORP,42,36
Kosher,PERSON,42,36
Jews,NORP,42,36
Mongol,NORP,42,36
Muslim,NORP,42,36
Han,NORP,42,36
Chinese,NORP,42,36
Mongols,PERSON,42,36
Ming,ORG,42,36
Zhu Yuanzhang,PERSON,42,36
Muslim,NORP,42,36
Lan Yu,PERSON,42,36
Mongols,PERSON,42,36
Muslim,NORP,42,36
Chinese,NORP,42,36
Hui Muslims,NORP,42,36
Mongols,PERSON,42,36
Han,NORP,42,36
Chinese,NORP,42,36
Mongols,PERSON,42,36
the Ming Emperor,ORG,42,36
Zhu Yuanzhang,PERSON,42,36
Hui,NORP,42,36
Muslim,NORP,42,36
Feng Sheng,PERSON,42,36
Muslims,NORP,42,36
the Ispah Rebellion,ORG,42,36
Muslims,NORP,42,36
Yuan,PERSON,42,36
Chen Youding,PERSON,42,36
Frederick W. Mote,PERSON,43,36
four,CARDINAL,43,36
Chinese,NORP,43,36
Mongol,NORP,43,36
Semu,GPE,43,36
Mongol,NORP,43,36
Semu,GPE,43,36
Mongols,PERSON,44,36
Mongols,PERSON,44,36
Chinese,NORP,44,36
Southern Chinese,NORP,44,36
China,GPE,44,36
this era,DATE,44,36
Chinese,NORP,44,36
Mongols,PERSON,45,36
the Uighurs of the Kingdom of Qocho,WORK_OF_ART,45,36
Koreans,NORP,45,36
the Korean King,ORG,45,36
Mongol,NORP,45,36
Kublai Khan,PERSON,45,36
the Korean King,ORG,45,36
the Uighur King,PERSON,45,36
Qocho,GPE,45,36
the Karluk Kara-Khanid,ORG,45,36
the Korean King,ORG,45,36
Uighurs,ORG,45,36
Mongols,PERSON,45,36
first,ORDINAL,45,36
Karluks,PERSON,45,36
Uighurs,ORG,45,36
Koreans,NORP,45,36
Uighurs,ORG,45,36
present-day,DATE,46,36
Hebei,GPE,46,36
Shandong,GPE,46,36
Shanxi,GPE,46,36
present-day,DATE,46,36
Inner Mongolia,PERSON,46,36
Henan,GPE,46,36
the Yellow River,LOC,46,36
the dynasty,DATE,46,36
the Central Secretariat,LOC,46,36
Zhongshu Sheng,PERSON,46,36
Khanbaliq,ORG,46,36
Beijing,GPE,46,36
the Bureau of Buddhist and Tibetan Affairs,ORG,46,36
Xuanzheng Yuan,PERSON,46,36
Tibet,GPE,46,36
Sichuan,GPE,46,36
Qinghai,GPE,46,36
Kashmir,LOC,46,36
Kenya,GPE,0,37
the Republic of Kenya,GPE,0,37
Africa,LOC,0,37
the East African Community,ORG,0,37
Nairobi,GPE,0,37
Kenya,GPE,0,37
East African Rift,NORP,0,37
Lake Victoria,GPE,0,37
Lake Turkana,LOC,0,37
Lake Rudolf,FAC,0,37
the Indian Ocean,LOC,0,37
Tanzania,GPE,0,37
Uganda,GPE,0,37
South Sudan,GPE,0,37
Ethiopia,GPE,0,37
Somalia,GPE,0,37
north-east,LOC,0,37
Kenya,GPE,0,37
"581,309",CARDINAL,0,37
"224,445 sq mi",QUANTITY,0,37
approximately 45 million,CARDINAL,0,37
July 2014,DATE,0,37
Kenya,GPE,1,37
Indian Ocean,LOC,1,37
Nairobi,GPE,1,37
Mount Kenya,GPE,1,37
Nyanza,GPE,1,37
Lake Victoria,LOC,1,37
Somalia,GPE,1,37
Ethiopia,GPE,1,37
Kenya,GPE,1,37
East,LOC,1,37
the Maasai Mara,FAC,1,37
Lake Nakuru National Park,FAC,1,37
Aberdares National Park,ORG,1,37
Kenya,GPE,1,37
Lamu,ORG,1,37
Diani,GPE,1,37
Bamburi,GPE,1,37
Kilifi,GPE,1,37
Kenya,GPE,2,37
